#,AccX,AccY,AccZ,GyrX,GyrY,GyrZ
710,20,25,-252,22,6,-10
711,20,25,-252,22,8,-8
712,20,24,-252,20,8,-8
713,20,24,-252,18,12,-10
714,20,24,-251,18,12,-12
715,20,24,-252,26,20,-14
716,20,24,-252,10,26,-20
717,20,24,-252,0,28,-20
718,20,25,-252,0,26,-22
719,20,25,-252,4,22,-20
720,20,25,-252,-4,24,-20
721,20,25,-252,0,22,-18
722,20,26,-253,4,22,-20
723,20,26,-252,8,16,-18
724,20,26,-252,0,18,-18
725,20,26,-252,2,20,-18
726,20,26,-252,4,20,-14
727,20,27,-252,22,20,-6
728,20,26,-252,32,14,-4
729,20,26,-252,18,14,-6
730,20,26,-252,12,16,-8
731,20,26,-252,24,18,-12
732,20,26,-252,20,20,-14
733,20,26,-252,22,18,-14
734,20,26,-252,10,16,-12
735,20,26,-252,10,14,-12
736,20,25,-252,4,12,-10
737,20,26,-252,22,10,-14
738,20,25,-252,16,10,-12
739,20,26,-252,22,8,-12
740,20,25,-252,14,10,-12
741,20,26,-252,18,12,-14
742,20,26,-252,12,12,-14
743,20,26,-252,14,14,-14
744,20,26,-252,10,14,-14
745,20,26,-252,16,12,-16
746,20,25,-252,12,14,-16
747,20,25,-252,16,12,-16
748,20,25,-252,8,14,-16
749,20,25,-252,16,12,-16
750,20,25,-252,12,14,-16
751,20,25,-252,12,14,-18
752,20,25,-252,6,18,-16
753,20,25,-252,12,20,-16
754,20,24,-252,0,44,-20
755,19,25,-253,-100,140,-44
756,23,27,-252,-52,266,-138
757,29,27,-249,-22,272,-270
758,31,29,-250,44,244,-336
759,34,30,-249,88,192,-312
760,36,31,-249,84,144,-214
761,37,31,-249,36,98,-68
762,39,30,-248,30,68,58
763,41,30,-249,24,-52,146
764,36,26,-250,-12,-112,124
765,33,30,-250,44,-118,108
766,32,29,-250,22,-100,94
767,30,28,-250,22,-80,74
768,28,28,-248,18,-62,58
769,26,27,-251,36,-54,48
770,26,26,-251,74,-52,54
771,24,26,-250,30,-34,34
772,24,26,-251,26,-20,26
773,23,26,-251,26,-12,16
774,22,26,-251,22,-6,10
775,22,26,-251,24,0,0
776,22,26,-251,14,6,-2
777,22,26,-251,18,10,-4
778,22,26,-251,22,10,-8
779,21,26,-251,20,12,-10
780,21,26,-251,22,10,-8
781,21,26,-251,12,10,-6
782,21,25,-251,16,12,-4
783,21,26,-251,12,10,-4
784,21,26,-251,4,4,-2
785,20,26,-251,0,8,-6
786,20,26,-251,12,8,-4
787,20,25,-251,24,0,-12
788,20,26,-251,14,0,-14
789,20,26,-251,4,0,-14
790,19,26,-251,-10,-14,-14
791,18,25,-253,-56,-58,-10
792,8,26,-258,-164,106,-30
793,13,26,-257,-152,224,-216
794,15,26,-251,-132,314,-524
795,19,32,-247,-140,322,-752
796,23,42,-245,-90,282,-770
797,24,46,-245,-88,236,-716
798,25,54,-245,-146,218,-664
799,24,55,-245,-8,184,-528
800,26,59,-245,-2,154,-438
801,27,62,-247,54,174,-366
802,28,67,-246,260,164,-218
803,34,70,-243,60,148,106
804,35,63,-238,-156,-24,498
805,25,51,-239,-118,-226,524
806,24,51,-245,-20,-138,476
807,25,51,-242,26,-122,400
808,24,48,-244,14,-108,338
809,23,48,-246,24,-98,292
810,23,47,-246,42,-84,252
811,22,46,-246,40,-68,216
812,22,45,-247,32,-40,170
813,21,43,-250,-120,12,112
814,21,39,-254,-116,196,-54
815,22,37,-253,-16,302,-300
816,26,42,-247,34,306,-590
817,29,48,-243,22,252,-760
818,30,57,-243,108,210,-712
819,31,57,-243,98,162,-658
820,31,60,-246,6,166,-580
821,33,60,-244,120,130,-510
822,33,61,-246,36,106,-418
823,34,59,-247,72,118,-374
824,35,60,-245,112,102,-322
825,35,66,-246,222,132,-230
826,39,68,-245,150,168,66
827,41,63,-242,-170,74,468
828,35,57,-238,-282,-130,610
829,32,55,-248,78,-320,680
830,29,50,-251,2,-194,512
831,30,45,-247,48,-186,428
832,28,45,-247,22,-140,374
833,28,44,-247,22,-122,328
834,27,44,-247,36,-100,282
835,26,42,-247,28,-82,238
836,25,41,-248,36,-70,204
837,25,40,-248,32,-56,174
838,24,39,-249,28,-44,144
839,24,38,-249,36,-28,114
840,24,37,-249,56,-20,90
841,24,37,-250,44,-10,72
842,24,36,-250,42,-4,56
843,24,35,-250,36,0,44
844,23,35,-250,22,4,34
845,23,35,-250,26,2,26
846,23,34,-250,22,4,18
847,23,34,-250,34,2,6
848,23,33,-250,38,8,-4
849,23,33,-250,22,16,-4
850,23,33,-250,6,12,-4
851,23,33,-250,0,18,0
852,23,33,-250,-14,24,-2
853,23,34,-250,-22,30,-4
854,24,34,-250,14,30,-4
855,24,34,-250,22,34,-6
856,24,33,-250,30,24,-2
857,26,33,-250,42,2,0
858,24,32,-250,54,2,0
859,24,32,-250,50,0,-2
860,24,31,-250,52,2,-2
861,24,30,-250,56,0,-4
862,24,30,-250,50,4,-8
863,24,29,-250,44,6,-8
864,24,28,-250,38,8,-10
865,24,28,-250,36,6,-10
866,24,28,-250,34,8,-14
867,24,28,-250,32,10,-14
868,24,27,-250,26,10,-16
869,24,27,-250,28,10,-14
870,24,27,-251,30,10,-16
871,23,26,-251,32,10,-16
872,23,26,-251,44,6,-16
873,23,25,-251,60,20,-16
874,23,24,-251,46,8,-16
875,22,24,-251,18,4,-18
876,22,23,-252,10,12,-16
877,22,24,-252,10,12,-16
878,22,24,-251,6,20,-16
879,22,24,-251,16,16,-16
880,22,24,-251,18,12,-14
881,22,23,-252,14,22,-16
882,22,23,-251,10,18,-16
883,22,24,-251,14,16,-18
884,22,24,-251,14,16,-16
885,22,24,-251,20,14,-20
886,22,24,-251,28,16,-18
887,22,24,-251,34,12,-20
888,22,23,-251,30,14,-16
889,22,22,-251,30,10,-18
890,22,22,-251,28,10,-16
891,21,22,-252,30,10,-16
892,21,21,-251,24,10,-18
893,21,20,-251,26,12,-18
894,21,21,-251,26,12,-16
895,21,20,-251,22,12,-20
896,21,20,-251,24,10,-20
897,21,21,-251,32,8,-16
898,21,20,-252,24,8,-16
899,21,20,-252,16,18,-14
900,21,20,-251,14,16,-16
901,21,20,-252,10,16,-18
902,21,20,-252,20,16,-20
903,21,20,-252,24,16,-18
904,21,20,-252,16,14,-20
905,21,20,-252,18,14,-18
906,21,20,-252,8,18,-20
907,21,21,-252,6,18,-20
908,21,20,-252,4,18,-22
909,21,21,-252,4,20,-22
910,21,20,-252,2,16,-24
911,21,20,-252,10,18,-20
912,21,20,-252,8,18,-22
913,21,20,-252,6,18,-22
914,21,20,-252,8,16,-22
915,21,20,-252,8,18,-20
916,21,20,-252,6,18,-22
917,21,20,-252,12,20,-20
918,21,20,-252,6,16,-22
919,21,20,-252,8,18,-22
920,21,21,-252,14,14,-22
921,21,21,-252,12,16,-22
922,21,21,-252,28,18,-24
923,21,21,-252,40,24,-22
924,22,21,-252,48,34,-16
925,22,20,-252,22,26,-16
926,22,19,-252,44,12,-12
927,22,19,-252,46,10,-12
928,22,20,-251,40,8,-16
929,22,18,-252,22,10,-20
930,22,19,-251,42,8,-20
931,22,19,-252,56,6,-22
932,22,17,-252,48,10,-18
933,22,16,-252,32,12,-20
934,22,15,-252,26,12,-18
935,22,15,-252,28,12,-20
936,22,15,-252,8,14,-20
937,22,15,-252,14,12,-22
938,21,16,-252,10,14,-20
939,22,14,-252,2,16,-22
940,22,15,-252,12,16,-18
941,22,15,-252,12,14,-22
942,22,15,-252,16,16,-20
943,22,15,-252,16,20,-20
944,21,15,-252,14,30,-20
945,22,15,-252,24,26,-18
946,22,14,-252,0,22,-20
947,22,15,-252,8,18,-20
948,22,15,-253,2,18,-20
949,22,15,-252,10,16,-22
950,22,16,-252,4,18,-22
951,22,16,-252,0,22,-22
952,22,16,-252,4,22,-20
953,22,16,-252,14,20,-16
954,22,17,-252,8,18,-18
955,22,16,-252,-2,18,-20
956,22,17,-252,2,20,-20
957,22,17,-252,-16,22,-18
958,20,14,-259,2,74,-28
959,24,11,-263,34,266,-260
960,28,8,-264,184,536,-574
961,36,5,-257,704,742,-962
962,48,0,-248,1376,762,-1334
963,59,-11,-240,1902,648,-1602
964,71,-22,-228,2208,498,-1646
965,83,-35,-218,2234,374,-1496
966,98,-54,-206,1978,328,-1296
967,111,-66,-191,1878,274,-1144
968,121,-78,-178,1704,210,-1002
969,130,-89,-166,1452,200,-882
970,138,-97,-156,1234,172,-772
971,146,-104,-148,1066,150,-676
972,152,-110,-141,928,134,-586
973,157,-115,-136,758,128,-512
974,161,-119,-131,670,110,-440
975,165,-124,-128,570,102,-388
976,169,-127,-123,468,100,-340
977,172,-129,-120,398,92,-298
978,175,-130,-117,334,86,-260
979,177,-132,-115,248,88,-224
980,179,-134,-113,194,82,-196
981,181,-134,-112,156,76,-172
982,183,-136,-111,130,64,-152
983,184,-136,-111,100,62,-136
984,185,-136,-110,78,58,-120
985,186,-136,-110,50,56,-100
986,187,-137,-110,12,52,-88
987,188,-137,-110,-2,54,-76
988,189,-136,-110,-10,48,-68
989,189,-136,-111,-20,52,-64
990,190,-135,-111,-34,52,-60
991,191,-135,-113,-94,58,-52
992,191,-131,-111,-52,58,-38
993,192,-134,-114,2,58,-44
994,192,-134,-113,38,62,-48
995,193,-134,-112,82,60,-52
996,194,-133,-110,58,66,-50
997,195,-133,-109,30,64,-46
998,195,-132,-111,-38,58,-30
999,193,-129,-118,-388,210,84
1000,192,-135,-122,-546,618,226
1001,194,-138,-112,-624,926,118
1002,200,-133,-99,-644,972,-88
1003,208,-122,-87,-636,900,-228
1004,215,-111,-83,-896,860,-224
1005,220,-107,-78,-826,798,-232
1006,226,-93,-75,-882,798,-176
1007,233,-88,-65,-662,680,-216
1008,236,-78,-60,-564,632,-198
1009,239,-72,-54,-458,544,-172
1010,242,-66,-51,-526,506,-142
1011,245,-65,-51,-326,466,-114
1012,248,-59,-45,-414,398,-76
1013,252,-61,-33,-134,172,-2
1014,252,-60,-34,-110,130,146
1015,249,-60,-34,-426,-22,446
1016,233,-60,-45,-1126,-486,872
1017,222,-65,-59,-2080,-1070,976
1018,192,-43,-102,-2244,-1300,842
1019,176,-28,-123,-1850,-1336,762
1020,156,-11,-140,-1776,-1114,744
1021,138,-9,-160,-1470,-968,662
1022,124,2,-171,-1190,-854,586
1023,111,8,-181,-990,-736,500
1024,100,10,-191,-814,-642,432
1025,90,13,-197,-668,-560,366
1026,81,16,-205,-572,-476,310
1027,74,16,-212,-484,-408,256
1028,67,18,-217,-390,-360,224
1029,61,20,-222,-342,-310,192
1030,56,20,-226,-326,-256,152
1031,52,20,-229,-274,-218,124
1032,48,22,-232,-240,-182,92
1033,45,23,-235,-210,-144,66
1034,42,24,-237,-166,-126,54
1035,40,25,-238,-128,-108,48
1036,37,26,-240,-106,-88,34
1037,36,25,-242,-88,-76,24
1038,34,25,-243,-60,-64,14
1039,33,25,-244,-40,-54,8
1040,31,24,-245,-22,-46,4
1041,30,25,-246,-12,-40,2
1042,29,24,-246,0,-36,0
1043,28,24,-247,0,-26,-6
1044,27,24,-247,0,-22,-4
1045,26,25,-248,16,-18,0
1046,26,24,-248,8,-14,0
1047,25,24,-249,16,-10,0
1048,24,24,-249,22,-6,-4
1049,23,25,-251,16,6,0
1050,23,24,-252,2,8,-2
1051,23,24,-251,6,12,-6
1052,23,23,-251,16,12,-6
1053,22,23,-251,22,12,-6
1054,22,23,-251,22,14,-8
1055,22,22,-251,26,16,-8
1056,22,22,-251,28,22,-10
1057,22,22,-252,26,40,-18
1058,23,21,-252,52,74,8
1059,24,18,-259,-2,176,-24
1060,29,13,-265,-26,480,-312
1061,36,9,-261,210,806,-754
1062,46,12,-256,556,1086,-1212
1063,56,18,-245,882,1250,-1400
1064,69,24,-237,876,1372,-1278
1065,87,21,-225,576,1420,-1002
1066,106,28,-213,290,1250,-900
1067,124,27,-200,74,1162,-774
1068,140,30,-188,-40,1048,-678
1069,153,33,-179,-20,922,-604
1070,165,36,-170,-8,804,-532
1071,174,38,-163,6,690,-472
1072,183,40,-157,30,594,-408
1073,191,42,-151,58,508,-350
1074,197,43,-146,46,446,-300
1075,202,43,-143,36,386,-260
1076,207,45,-139,22,340,-226
1077,211,45,-136,10,300,-188
1078,215,45,-133,-18,272,-162
1079,218,46,-131,-28,244,-140
1080,221,47,-128,-40,222,-128
1081,224,48,-126,-36,194,-110
1082,226,48,-124,-50,184,-92
1083,228,49,-122,-46,164,-78
1084,230,49,-120,-50,148,-70
1085,231,50,-119,-44,130,-60
1086,232,50,-117,-50,120,-54
1087,234,51,-115,-40,108,-46
1088,235,51,-114,-30,98,-46
1089,236,52,-113,-18,84,-44
1090,237,52,-113,-26,80,-42
1091,237,52,-112,-20,68,-38
1092,238,53,-110,-10,64,-32
1093,238,53,-110,-10,56,-32
1094,238,53,-109,-4,52,-30
1095,239,53,-109,-4,48,-26
1096,239,53,-109,-2,48,-26
1097,239,54,-109,0,42,-24
1098,239,54,-108,-4,44,-22
1099,240,55,-108,2,40,-20
1100,239,54,-107,0,40,-22
1101,240,55,-107,0,36,-20
1102,240,55,-106,4,36,-20
1103,240,55,-106,6,30,-20
1104,240,55,-106,14,30,-16
1105,240,56,-106,18,26,-14
1106,240,55,-106,14,24,-22
1107,240,56,-106,26,20,-18
1108,240,55,-106,24,20,-22
1109,240,55,-106,18,18,-22
1110,240,55,-106,12,18,-24
1111,240,55,-106,10,20,-18
1112,240,55,-106,4,22,-20
1113,240,55,-106,2,22,-18
1114,241,55,-105,0,24,-22
1115,241,55,-106,2,22,-22
1116,241,55,-106,0,22,-24
1117,241,56,-105,0,20,-20
1118,241,56,-105,4,22,-22
1119,241,56,-105,0,20,-20
1120,241,56,-104,10,18,-24
1121,241,56,-105,12,18,-18
1122,241,56,-105,16,14,-24
1123,241,56,-105,16,14,-24
1124,241,56,-105,22,14,-24
1125,241,56,-105,20,12,-22
1126,241,56,-105,18,12,-22
1127,241,56,-105,18,12,-20
1128,241,56,-105,26,12,-20
1129,241,57,-105,26,14,-20
1130,241,56,-105,22,12,-24
1131,241,56,-105,28,14,-20
1132,241,56,-105,24,12,-24
1133,241,56,-105,16,16,-20
1134,241,56,-105,26,10,-22
1135,241,56,-105,22,12,-18
1136,241,56,-105,28,10,-22
1137,241,56,-106,16,12,-18
1138,241,56,-106,18,10,-22
1139,241,55,-106,16,12,-18
1140,241,55,-106,28,8,-22
1141,241,55,-107,10,14,-16
1142,241,56,-107,12,12,-20
1143,241,56,-107,12,14,-14
1144,241,56,-107,18,12,-16
1145,241,56,-107,10,14,-14
1146,241,56,-107,16,12,-18
1147,241,56,-107,10,14,-14
1148,241,56,-107,18,12,-18
1149,241,56,-107,12,14,-16
1150,241,56,-107,10,10,-20
1151,241,56,-107,12,14,-18
1152,241,56,-107,16,12,-24
1153,241,56,-107,18,14,-24
1154,241,56,-107,28,12,-26
1155,241,56,-107,20,14,-26
1156,241,56,-107,24,14,-30
1157,241,56,-107,24,18,-24
1158,241,56,-107,30,16,-26
1159,241,56,-107,26,16,-24
1160,241,56,-107,34,14,-26
1161,241,56,-107,32,16,-26
1162,241,57,-107,36,16,-26
1163,241,56,-107,32,18,-26
1164,241,56,-107,36,18,-26
1165,241,56,-107,32,20,-26
1166,241,56,-107,38,18,-26
1167,241,55,-107,36,18,-26
1168,241,56,-107,40,18,-24
1169,241,55,-107,34,20,-26
1170,241,55,-107,32,18,-22
1171,241,54,-108,26,20,-22
1172,241,55,-107,30,16,-20
1173,241,55,-107,28,16,-20
1174,241,55,-107,30,16,-20
1175,241,55,-107,24,16,-22
1176,241,55,-107,22,18,-16
1177,241,54,-107,18,18,-20
1178,241,54,-107,18,18,-18
1179,241,54,-108,18,16,-24
1180,241,55,-107,18,16,-22
1181,241,55,-107,20,14,-26
1182,241,55,-107,14,16,-22
1183,241,55,-107,12,16,-24
1184,241,55,-107,14,18,-24
1185,241,55,-107,24,14,-30
1186,241,55,-108,20,16,-26
1187,241,55,-108,22,14,-28
1188,241,55,-108,20,14,-24
1189,241,55,-108,30,8,-26
1190,241,55,-108,20,12,-22
1191,241,55,-108,26,8,-26
1192,241,55,-108,18,14,-22
1193,241,55,-108,26,12,-22
1194,241,55,-108,20,14,-20
1195,241,55,-108,32,8,-26
1196,241,55,-108,50,4,-28
1197,241,54,-109,96,-10,-28
1198,240,54,-110,94,0,-20
1199,240,53,-111,124,-6,-20
1200,240,52,-112,126,0,-18
1201,240,52,-112,138,-4,-22
1202,239,51,-114,116,2,-16
1203,239,50,-114,126,0,-18
1204,239,49,-115,102,4,-14
1205,239,49,-116,66,10,-10
1206,239,49,-116,-40,38,2
1207,239,48,-115,-32,36,0
1208,239,49,-115,-52,38,-8
1209,239,49,-114,-60,36,-6
1210,239,49,-114,-48,30,-6
1211,239,50,-114,-36,22,-16
1212,239,50,-114,-54,22,-18
1213,239,51,-114,-76,24,-20
1214,239,51,-114,-120,36,-18
1215,239,53,-112,-132,40,-24
1216,239,54,-111,-118,42,-22
1217,240,55,-110,-122,42,-24
1218,239,56,-110,-130,46,-24
1219,239,58,-108,-136,50,-30
1220,240,58,-107,-144,52,-38
1221,239,60,-106,-136,56,-32
1222,240,61,-104,-118,50,-36
1223,240,63,-103,-102,44,-36
1224,240,64,-103,-82,38,-36
1225,240,65,-102,-72,36,-30
1226,240,65,-101,-34,22,-20
1227,240,65,-100,-16,16,-14
1228,240,66,-100,14,12,-16
1229,240,65,-101,18,16,-12
1230,240,65,-101,30,12,-16
1231,240,65,-101,32,12,-12
1232,240,65,-101,28,12,-18
1233,240,64,-101,16,18,-20
1234,240,65,-101,-8,24,-24
1235,240,65,-100,-54,42,-30
1236,240,66,-100,-76,44,-40
1237,240,67,-98,-80,46,-34
1238,240,68,-97,-46,38,-28
1239,241,68,-97,-22,32,-28
1240,241,69,-96,10,24,-28
1241,241,70,-96,114,0,-28
1242,241,69,-97,172,-16,-36
1243,240,67,-99,152,-8,-26
1244,240,67,-100,126,0,-26
1245,240,66,-102,102,4,-24
1246,240,66,-102,70,10,-20
1247,240,65,-102,60,6,-22
1248,240,65,-102,50,10,-16
1249,240,64,-103,38,10,-18
1250,240,65,-103,0,18,-12
1251,240,65,-102,-28,12,0
1252,240,65,-101,-76,24,6
1253,240,65,-101,-70,20,10
1254,240,65,-100,-74,12,2
1255,240,65,-102,-80,12,-2
1256,241,66,-101,-86,10,0
1257,240,66,-101,-80,18,-2
1258,241,66,-101,-96,32,6
1259,241,67,-100,-66,34,4
1260,241,67,-99,-68,38,6
1261,242,67,-98,-50,34,2
1262,242,67,-97,-32,30,-2
1263,242,67,-97,-16,28,-4
1264,242,67,-97,-16,24,-10
1265,242,68,-96,0,22,-8
1266,242,67,-96,-8,24,-8
1267,242,68,-95,6,16,-8
1268,242,66,-95,0,16,-14
1269,242,67,-95,12,16,-8
1270,242,67,-95,14,12,-18
1271,242,67,-95,22,10,-22
1272,242,66,-96,20,12,-20
1273,242,67,-96,30,12,-12
1274,242,66,-95,32,12,-22
1275,242,66,-95,40,18,-28
1276,242,66,-96,36,22,-28
1277,242,66,-96,38,22,-30
1278,242,66,-96,30,22,-32
1279,242,67,-96,30,26,-28
1280,242,66,-97,20,24,-28
1281,242,67,-96,14,28,-24
1282,242,66,-96,16,26,-24
1283,242,67,-95,18,28,-26
1284,242,67,-96,30,28,-28
1285,242,66,-96,30,32,-28
1286,242,66,-95,44,32,-22
1287,243,68,-94,78,18,-20
1288,243,67,-95,86,2,6
1289,243,65,-96,38,4,14
1290,243,64,-98,46,16,0
1291,243,63,-96,70,38,-44
1292,244,64,-95,80,10,-36
1293,244,64,-96,112,0,-26
1294,244,63,-97,136,-16,-18
1295,244,62,-99,120,2,0
1296,244,61,-98,90,10,-6
1297,244,58,-99,78,4,-22
1298,244,60,-99,74,2,-38
1299,244,59,-101,56,4,-36
1300,244,60,-101,44,10,-34
1301,243,59,-101,30,8,-34
1302,243,60,-102,26,6,-36
1303,243,60,-100,20,-4,0
1304,243,59,-99,10,8,2
1305,243,59,-101,14,26,-2
1306,243,57,-101,-30,42,-24
1307,243,60,-100,-24,38,-36
1308,243,60,-99,-22,34,-46
1309,243,61,-100,-6,34,-38
1310,243,61,-100,-8,32,-38
1311,243,61,-99,-8,32,-38
1312,243,62,-100,6,32,-46
1313,243,62,-99,8,40,-54
1314,243,63,-98,0,46,-48
1315,243,64,-96,2,46,-42
1316,243,64,-97,0,44,-48
1317,243,64,-95,6,32,-40
1318,243,66,-96,0,22,-14
1319,242,63,-96,-10,32,-28
1320,243,65,-97,-8,44,-70
1321,243,65,-96,-2,40,-82
1322,243,68,-95,4,34,-76
1323,243,68,-95,26,28,-68
1324,243,70,-94,52,20,-58
1325,243,72,-92,228,-64,-8
1326,242,75,-78,1534,-514,40
1327,230,21,-94,2842,-742,-34
1328,224,3,-99,2498,-728,-142
1329,222,-7,-100,2198,-642,-94
1330,216,-30,-105,1928,-556,-132
1331,213,-46,-109,1722,-486,-108
1332,210,-56,-108,1470,-402,-102
1333,207,-69,-109,1236,-336,-98
1334,205,-78,-110,1074,-284,-86
1335,203,-85,-111,944,-244,-82
1336,202,-91,-111,844,-208,-78
1337,201,-98,-111,734,-176,-70
1338,199,-102,-113,658,-156,-54
1339,198,-107,-110,568,-140,-20
1340,197,-113,-111,456,-84,-52
1341,196,-117,-111,424,-56,-70
1342,193,-117,-112,330,-12,-20
1343,177,-111,-118,74,90,380
1344,163,-115,-134,-942,176,1324
1345,157,-124,-145,-2862,174,1968
1346,142,-106,-161,-2632,-220,1864
1347,123,-90,-203,-2152,-226,1680
1348,111,-61,-192,-1734,-254,1464
1349,100,-45,-199,-1444,-220,1264
1350,90,-34,-206,-1242,-174,1086
1351,82,-21,-212,-1028,-152,936
1352,75,-11,-217,-866,-132,802
1353,68,-4,-221,-740,-106,690
1354,63,1,-226,-660,-80,588
1355,58,7,-229,-558,-62,506
1356,54,11,-232,-478,-46,432
1357,48,15,-233,-386,-60,358
1358,48,17,-236,-334,-32,306
1359,45,19,-238,-274,-26,262
1360,43,21,-240,-226,-20,220
1361,41,23,-241,-188,-16,188
1362,39,23,-243,-148,0,154
1363,37,24,-244,-74,18,132
1364,37,24,-244,82,36,86
1365,38,20,-245,56,30,66
1366,36,20,-245,58,36,60
1367,36,16,-246,16,10,24
1368,36,15,-247,-50,-4,20
1369,34,18,-248,-56,2,12
1370,33,18,-249,-54,0,8
1371,33,17,-249,-42,12,0
1372,32,18,-249,-32,8,-2
1373,32,19,-249,-26,8,-2
1374,31,21,-249,-28,12,-6
